"2009","DO","Integração de serviços em ambientes heterogêneos: uso de semântica para comunicação entre entidades em mudanças de contexto","Renata Maria Porto Vanni","Edson dos Santos Moreira","10/1/2009",5957390805114014
"2009","ME","Simulação e modelamento da retina sensorial","Leandro Paganotti Brazil","Odemir Martinez Bruno","9/23/2009",0460615961657859
"2009","DO","e-Termos: Um ambiente colaborativo web de gestão terminológica","Leandro Henrique Mendonça de Oliveira","Sandra Maria Aluisio","9/22/2009",8730818893516870
"2009","ME","Análise empírica de dados multinomiais","Renata Pelissari","Dorival Leão Pinto Junior","9/18/2009",4642836982364582
"2009","ME","Reduzindo a dispersão dos atrasos em sistemas de tempo real soft com restrições de média de tempo de resposta","Michelle Nery","Francisco José Monaco","9/17/2009",4861674143243894
"2009","ME","O efeito do uso de diferentes formas de extração de termos na compreensibilidade e representatividade dos termos em coleções textuais na língua portuguesa","Merley da Silva Conrado","Solange Oliveira Rezende","9/10/2009",6739285863568615
"2009","ME","Perseus:uma nova técnica para tratar árvores de sufixo persistentes","Caio César Mori Carélo","Cristina Dutra de Aguiar Ciferri","8/31/2009",2573087427146394
"2009","DO","Adequando consultas por similaridade para reduzir a descontinuidade semântica na recuperação de imagens por conteúdo","Humberto Luiz Razente","Caetano Traina Junior","8/31/2009",4700164571979002
"2009","ME","Desenvolvimento de um método numérico implícito para a simulação de escoamentos viscoelásticos com superfícies livres","Fernando Pacanelli Martins","José Alberto Cuminato","8/18/2009",4258637809653835
"2009","DO","Serviços web semânticos: da modelagem à composição","Cássio Vinícius Serafim Prazeres","Maria da Graça Campos Pimentel","7/31/2009",5075736089100544
"2009","ME","Sistemas classificadores evolutivos para problemas multirrótulo","Rosane Maria Maffei Vallim","André Carlos Ponce de Leon Ferreira de Carvalho","7/27/2009",8627250616106727
"2009","ME","Gerenciamento de handovers em next generation networks com agregação de contexto","Roberto Sadao Yokoyama","Edson dos Santos Moreira","7/23/2009",0306982791711079
"2009","DO","Uma abordagem orientada a modelos para reutilização de software","Daniel Lucredio","Renata Pontin de Mattos Fortes","7/17/2009",9090396559596221
"2009","ME","Caracterização de cargas trabalho para avaliação de desempenho em Web services","Thiago Caproni Tavares","Regina Helena Carlucci Santana","7/2/2009",5327719212008207
"2009","DO","Uma abordagem de predição da dinâmica comportamental de processos para prover autonomia a ambientes distribuídos","Evgueni Dodonov","Rodrigo Fernandes de Mello","7/1/2009",6435314467133626
"2009","DO","Captura e acesso na produção, distribuição, apresentação e extensão de conteúdo multimídia","Renan Gonçalves Cattelan","Maria da Graça Campos Pimentel","6/26/2009",3722586963728305
"2009","ME","Uso de redes complexas na classificação relacional","Robson Carlos da Motta","Alneu de Andrade Lopes","6/26/2009",4819126975597135
"2009","DO","Aplicações estatísticas na área industrial","Gecirlei Francisco da Silva","Dorival Leão Pinto Junior","6/10/2009",8672012855863157
"2009","DO","Espaço incremental para a mineração visual de conjuntos dinâmicos de documentos","Roberto Dantas de Pinho","Maria Cristina Ferreira de Oliveira","6/5/2009",4816166073408660
"2009","ME","Geração de colunas para o problema de dimensionamento de lotes de produção com limitações de capacidade","Tamara Angélica Baldo","Marcos Nereu Arenales","5/29/2009",9539013107055965
"2009","ME","Aprendizado de máquina parcialmente supervisionado multidescrição para realimentação de relevância em recuperação de informação na WEB","Matheus Victor Brum Soares","Maria Carolina Monard","5/28/2009",6392614368023191
"2009","DO","Estruturas de dados eficientes para algoritmos evolutivos aplicados a projeto de redes","Telma Woerle de Lima Soares","Alexandre Cláudio Botazzo Delbem","5/22/2009",6296363436468330
"2009","ME","Um estudo de caracterização e avaliação de critérios de teste estruturais entre os paradigmas procedimental e OO","Marllos Paiva Prado","Simone do Rocio Senger de Souza","5/18/2009",3386532474497195
"2009","DO","Algumas extensões do problema de corte de estoque com sobras de material aproveitáveis","Adriana Cristina Cherri","Marcos Nereu Arenales","5/15/2009",9703158484875027
"2009","ME","Um estudo do problema de escolha de portfólio ótimo","Guilherme Ulliana Vieira de Albuquerque","Franklina Maria Bragion de Toledo","5/8/2009",1626566345256902
"2009","ME","Estrutura de dados Mate Face e aplicações em geração e movimento de malhas","Ícaro Lins Leitão da Cunha","Antonio Castelo Filho","5/7/2009",6577405976489740
"2009","ME","Uma metodologia para extração de conhecimento em séries temporais por meio da identificação de motifs e da extração de características","André Gustavo Maletzke","Gustavo Enrique de Almeida Prado Alves Batista","4/30/2009",2790381980940945
"2009","ME","Avaliação dos protocolos VoIP SIP e IAX utilizando simulação e parâmetros de qualidade de voz","Mateus Godoi Milanez","Sarita Mazzini Bruschi","4/27/2009",8883845407329122
"2009","ME","Uma estratégia para a minimização de máquinas de estados finitos parciais","Alex Donizeti Betez Alberto","Adenilso da Silva Simão","4/22/2009",9551222128563584
"2009","DO","Visualização como suporte à extração e exploração de regras de associação","Claudio Haruo Yamamoto","Maria Cristina Ferreira de Oliveira","4/17/2009",5376452909200749
"2009","ME","Método para melhoria da eficiência na identificação computacional de RNAs não-codificantes","Cristina Teixeira de Oliveira","Guilherme Pimentel Telles","4/17/2009",4205229769787002
