"ID","ShortName","NAME","IDGRUPO","POS","RANK","CLASS"
6192,"ICCD","International Conference on Computer Design",6,179,0.77778,"A"
5915,"SECON","IEEE Conference on Sensor, Mesh and Ad Hoc Communications and Networks",28,180,0.77778,"A"
5572,"SEFM","IEEE International Conference on Software Engineering and Formal Methods",7,181,0.77419,"A"
6259,"ISLPED","International Symposium on Low Power Electronics and Design",6,182,0.77083,"A"
6404,"KR","International Conference on Principles of Knowledge Representation and Reasoning",29,183,0.77083,"A"
5742,"CIRA","IEEE International Symposium on Computational Intelligence in Robotics and Automation",23,184,0.76923,"A"
5520,"ISPD","ACM International Symposium on Physical Design ",6,185,0.76923,"A"
5407,"DocEng","ACM Symposium on Document Engineering ",18,186,0.76812,"A"
5513,"MICRO","International Symposium on Microarchitecture",26,187,0.76667,"A"
5845,"MASCOTS","IEEE International Symposium on Modeling, Analysis and Simulation of Computer and Telecommunication Systems",15,188,0.76190,"A"
5769,"ICALP","International Colloquium on Automata, Languages and Programming",12,189,0.76190,"A"
5734,"IROS","IEEE/RJS International Conference on Intelligent Robots and Systems",23,190,0.76190,"A"
5565,"RE","IEEE International Requirements Engineering Conference",7,191,0.76042,"A"
5805,"APPROX","International Workshop on Approximation Algorithms for Combinatorial Optimization Problems",14,192,0.76000,"A"
6136,"Group","ACM Group Conference",11,193,0.76000,"A"
5777,"LCTES","ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",12,194,0.75758,"A"
6373,"ACC","American Control Conference",23,195,0.75758,"A"
6221,"EGVE","Eurographics Workshop on Virtual Environments",19,196,0.75556,"A"
5712,"ICANN","International Conference on Artificial Neural Networks",22,197,0.75490,"A"
6203,"SGP","Eurographics Symposium on Geometry Processing",5,198,0.75439,"A"
5839,"SENSYS","ACM Conference on Embedded Networked Sensor Systems",15,199,0.75309,"A"
5700,"LPAR","Logic Programming and Automated Reasoning",29,200,0.75000,"A"
5420,"ISMB","Intelligent Systems in Molecular Biology",3,201,0.75000,"A"
5869,"P2P","International Conference on Peer-to-Peer Computing ",15,202,0.75000,"A"
6295,"CASE","IEEE Conference on Automation Science and Engineering",23,203,0.75000,"A"
5979,"IDC","IEEE Conference on Information, Decision and Control",23,204,0.75000,"A"
5786,"PPDP","ACM-SIGPLAN International Conference on Principles and Practice of Declarative Programming",12,205,0.75000,"A"
5395,"PKDD","European Conference on Principles and Practice of Knowledge Discovery in Databases",2,206,0.74815,"A"
6208,"HiPC","International Conference on High Performance Computing",26,207,0.74713,"A"
5982,"PATMOS","International Workshop on Power and Timing Modeling, Optimization and Simulation",6,208,0.74510,"A"
5902,"ICNP","IEEE International Conference on Network Protocols",15,209,0.74359,"A"
5770,"ICCL","IEEE International Conference on Computer Languages",12,210,0.74359,"A"
5935,"MASS","IEEE International Conference on Mobile Ad-hoc and Sensor Systems",28,211,0.74359,"A"
6434,"ICVS","International Conference on Computer Vision Systems",5,212,0.74242,"A"
6363,"ISPASS","IEEE International Symposium on Performance Analysis of Systems and Software",26,213,0.74074,"A"
5436,"EDOC","IEEE International Enterprise Computing Conference",4,214,0.74074,"A"
6113,"ICASSP","IEEE International Conference on Acoustics, Speech and SP",4,215,0.74074,"A"
5435,"EC","ACM Conference on Electronic Commerce",4,216,0.74074,"A"
5555,"ICSR","IEEE International Conference on Software Reuse",7,217,0.74074,"A"
6209,"CSCL","Conference in Computer Supported Collaborative Learning",9,218,0.73913,"A"
6439,"ISBI","IEEE International Symposium on Biomedical Imaging: From Nano to Macro",5,219,0.73810,"A"
5498,"ACE","International Conference on Advances in Computer Entertainment Technology",19,220,0.73810,"A"
5422,"RECOMB","Annual International Conference on Research in Computational Molecular Biology",3,221,0.73611,"A"
6253,"ESSCIRC","European Solid-State Circuits Conference",6,222,0.73333,"A"
5473,"ISSPA","IEEE International Symposium on Signal Processing and its Applications ",5,223,0.73333,"A"
5485,"ICPR","International Conference on Pattern Recognition",22,224,0.73077,"A"
6028,"HotOS","USENIX Workshop on Hot Topics in Operating Systems",26,225,0.73077,"A"
5630,"MME","IEEE International Conference on Multimedia in Education",9,226,0.73016,"A"
5437,"EEE","IEEE International Conference on e-Technology, e-Commerce and e-Service",4,227,0.73016,"A"
6168,"ISM","IEEE International Symposium on Multimedia",18,228,0.73016,"A"
5877,"DSOM","IFIP/IEEE International Workshop on Distributed Systems: Operations and Management",15,229,0.72727,"A"
5781,"PLC","International Conference on Programming Languages and Compilers",12,230,0.72727,"A"
6321,"PBG","IEEE/Eurographics Symposium on Point-Based Graphics",5,231,0.72464,"A"
5529,"ASE","Automated Software Engineering Conference",7,232,0.72358,"A"
5945,"CSFW","IEEE Computer Security Foundations Workshop",25,233,0.72222,"A"
6017,"CLUSTER","Cluster Computing Conference",26,234,0.72000,"A"
5326,"CONCUR","International Conference on Concurrency Theory",29,235,0.71795,"A"
5969,"ANSS","Annual Simulation Symposium",16,236,0.71795,"A"
6443,"TPHOLs","International Conference on Theorem Proving in Higher Order Logics",29,237,0.71795,"A"
6375,"IJCNLP","International Joint Conference on Natural Language Processing",30,238,0.71795,"A"
5363,"MFCS","International Symposium on Mathematical Foundations of Computer Science ",1,239,0.71795,"A"
6114,"CF","ACM International Conference on Computing Frontiers ",13,240,0.71605,"A"
5345,"LATIN","Latin American Symposium on Theoretical Informatics",1,241,0.71569,"A"
5870,"POLICY","IEEE International Workshop on Policies for Distributed Systems and Networks",15,242,0.71429,"A"
6151,"MMCN","ACM/SPIE Multimedia Computing and Networking",15,243,0.71429,"A"
5506,"CODES+ISSS","International Conference on Hardware/Software Codesign and System Synthesis",27,244,0.71212,"A"
5441,"IAS","IEEE Industry Applications Society Annual Conference ",4,245,0.71111,"A"
5384,"EDBT","International Conference on Extending Database Technology",2,246,0.71053,"A"
6287,"ASSETS","International ACM SIGACCESS Conference on Computers and Accessibility",11,247,0.71014,"A"
5560,"ISSRE","IEEE International Symposium on Software Reliability Engineering",7,248,0.70833,"A"
6437,"MICCAI","International Conference on Medical Image Computing and Computer Assisted Intervention",5,249,0.70833,"A"
6388,"ICIS","IEEE/ACIS International Conference on Computer and Information",13,250,0.70667,"A"
6140,"HCI","International Conference on Human-Computer Interaction",11,251,0.70667,"A"
6193,"GLSVLSI","ACM Great Lakes Symposium on VLSI",6,252,0.70588,"A"
5647,"IAAI","Conference on Innovative Applications in Artificial Intelligence",10,253,0.70476,"A"
5536,"ESEC/FSE","European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering",7,254,0.70270,"A"
5412,"BIBE","IEEE International Symposium on Bioinformatics and Bioengineering",3,255,0.70238,"A"
5607,"ICIS","International Conference on Information Systems ",21,256,0.70115,"A"
5573,"SEKE","International Conference on Software Engineering and Knowledge Engineering",7,257,0.70085,"A"
6035,"IPPS","International Parallel Processing Symposium",26,258,0.70000,"A"
5666,"UAI","Conference in Uncertainty in Artifical Intelligence",10,259,0.70000,"A"
5398,"SDM","SIAM International Conference on Data Mining",2,260,0.69841,"A"
5427,"CBMS","IEEE Symposium on Computer-Based Medical Systems",4,261,0.69841,"A"
6146,"DIS","Designing Interative Systems Conference",11,262,0.69697,"A"
6014,"CASES","International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",27,263,0.69697,"A"
5484,"WACV","IEEE Workshop on Applications of Computer Vision",5,264,0.69444,"A"
5366,"FTP","International Workshops on First-Order Theorem Proving",29,265,0.69444,"A"
5822,"MIC","Metaheuristic International Conference",14,266,0.69444,"A"
5977,"ICMSO","International Conference on Modelling, Simulation and Optimisation",16,267,0.69444,"A"
5789,"VL/HCC","IEEE Symposium on Visual Languages and Human-Centric Computing",11,268,0.69333,"A"
5323,"CCC","IEEE Conference on Computational Complexity",1,269,0.69333,"A"
6033,"ICPADS","International Conference on Parallel and Distributed Systems",26,270,0.69333,"A"
6474,"SSNDS","IEEE International Symposium on Security in Networks and Distributed Systems",25,271,0.69231,"A"
6391,"ICECS","IEEE International Conference on Electronics, Circuits and Systems",6,272,0.69231,"A"
5414,"CIBCB","IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology",3,273,0.69231,"A"
5659,"CogSci","Annual Conference of the Cognitive Science Society",10,274,0.69048,"A"
5939,"WoWMoM","IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",28,275,0.69048,"A"
5353,"WADS","Workshop on Algorithms and Data Structures",1,276,0.69048,"A"
6126,"ECBS","Annual IEEE International Conference and Workshop on the Engineering of Computer Based Systems",13,277,0.69048,"A"
6279,"FOCI","IEEE Symposium on Foundations of Computational Intelligence",10,278,0.68817,"A"
5519,"IOLTS","IEEE International On-Line Testing Symposium ",6,279,0.68750,"A"
5497,"Sandbox","ACM SIGGRAPH Sandbox Symposium on Videogames",19,280,0.68750,"A"
6224,"SOCC","IEEE International SOC Conference",6,281,0.68750,"A"
6004,"FCCM","IEEE Symposium on Field-Programmable Custom Computing Machines ",6,282,0.68750,"A"
5355,"WEA","Workshop on Experimental Algorithms",1,283,0.68468,"A"
5428,"CEC2","IEEE Conference on Electronic Commerce Technology",4,284,0.68421,"A"
6495,"ICWL","International Conference on Web-based Learning",9,285,0.68421,"A"
5626,"ICCE","International Conference on Computers in Education",9,286,0.68333,"A"
6438,"MMBIA","IEEE Computer Society Workshops on Mathematical Methods in Biomedical Image Analysis",5,287,0.68254,"A"
6054,"DS-RT","IEEE International Symposium on Distributed Simulation and Real Time Applications",27,288,0.68254,"A"
6043,"ParCo","International Conference on Parallel Computing",26,289,0.68254,"A"
6156,"ECOWS","IEEE European Conference on Web Services",18,290,0.68182,"A"
6484,"EDCC","European Dependable Computing Conference",27,291,0.68116,"A"
6034,"ICPP","International Conference on Parallel Processing",26,292,0.68056,"A"
5824,"OR","International Conference on Operations Research ",14,293,0.68056,"A"
5787,"PPoPP","Principles and Practice of Parallel Programming",26,294,0.68000,"A"
6012,"ASAP","IEEE International Conference on Application-specific Systems, Architectures and Processors",26,295,0.68000,"A"
5719,"IEEEIS","IEEE Conference On Intelligent Systems",22,296,0.68000,"A"
6143,"IUI","International Conference on Intelligent User Interfaces",11,297,0.67949,"A"
5913,"ICCC","International Conference on Computer Communication",15,298,0.67816,"A"
5892,"AINA","International Conference on Advanced Information Networking and Applications",15,299,0.67778,"A"
6237,"VECPAR","International Meeting on High Performance Computing for Computational Science",26,300,0.67742,"A"
6125,"COMPSAC","Annual International Computer Software and Applications Conference",13,301,0.66667,"A"
5704,"Interspeech","International Conference on Spoken Language Processing",30,302,0.66667,"A"
6135,"ECSCW","European Conference on Computer Supported Cooperative Work",11,303,0.66667,"A"
5848,"IPOM","IEEE International Workshop on IP Operations and Management",15,304,0.66667,"A"
5697,"ILP","International Conference on Inductive Logic Programming",22,305,0.66667,"A"
5810,"EURO","European Conference on Operational Research",14,306,0.66667,"A"
6298,"ECC","European Control Conference",23,307,0.66667,"A"
5971,"ISIC","IEEE International Symposium on Intelligent Control",23,308,0.66667,"A"
6258,"ISQED","IEEE International Symposium on Quality Electronic Design",6,309,0.66667,"A"
5762,"CP","International Conference on Principles and Practice of Constraint Programming",12,310,0.66667,"A"
6019,"DAIS","IFIP International Conference on Distributed Applications and Interoperable Systems",15,311,0.66667,"A"
5613,"COSIT","Conference on Spatial Information Theory",8,312,0.66667,"A"
6348,"TSD","International Conference on Text, Speech and Dialogue",30,313,0.66667,"A"
5732,"VTC","IEEE Vehicular Technology Conference",23,314,0.66667,"A"
5793,"PEPM","Symposium on Partial Evaluation and Program Manipulation ",12,315,0.66667,"A"
5367,"TABLEAUX","International Conference on Theorem Proving with Analytic Tableaux and Related Methods",29,316,0.66667,"A"
5443,"ICECCS","IEEE International Conference on Engineering of Complex Computer Systems ",4,317,0.66667,"A"
6317,"EGSR","Eurographics Symposium on Rendering",5,318,0.66667,"A"
5847,"IPCCC","IEEE International Performance Computing and Communications Conference",15,319,0.66667,"A"
6175,"MMNS","IFIP/IEEE Conference on Management of Multimedia Networks and Services",18,320,0.66667,"A"
6464,"ACNS","International Conference on Applied Cryptography and Network Security",25,321,0.66667,"A"
6466,"RAID","International Symposium on Recent Advances in Intrusion Detection",25,322,0.66667,"A"
5656,"ICTAI","IEEE International Conference on Tools with Artificial Intelligence",10,323,0.66667,"A"
5800,"GPCE","International Conference on Generative Programming and Component Engineering",12,324,0.66667,"A"
5608,"SCC","IEEE International Conference on Services Computing ",21,325,0.66667,"A"
5390,"ICDT","International Conference on Database Theory",2,326,0.66667,"A"
6197,"SOC","International Symposium on System-on-Chip",6,327,0.66667,"A"
5356,"WG","International Workshop on Graph-Theoretic Concepts in Computer Science",1,328,0.66667,"A"
5887,"FORTE","IFIP WG 6.1 International Conference on Formal Methods for Networked and Distributed Systems ",15,329,0.66667,"A"
6186,"WISE","International Conference on Web Information Systems Engineering",18,330,0.66667,"A"
6272,"CIDM","IEEE Symposium on Computational Intelligence and Data Mining",2,331,0.65942,"A"
5910,"ICCCN","International Conference on Computer Communications and Networks",15,332,0.65714,"A"
5606,"ICEIS","International Conference on Enterprise Information Systems ",21,333,0.65657,"A"
5803,"ALIO/EURO","Conference on Combinatorial Optimization",14,334,0.65517,"A"
5900,"CCNC","IEEE Consumer Communications and Networking Conference",15,335,0.65517,"A"
5600,"BPM","International Conference in Business Process Management ",21,336,0.65476,"A"
5538,"ESEM","International Symposium on Empirical Software Engineering and Measurement",7,337,0.65432,"A"
5423,"WABI","Workshop on Algorithms in Bioinformatics",3,338,0.65432,"A"
5716,"ICONIP","International Conference on Neural Information Processing",22,339,0.65385,"A"
5812,"EvoCOP","European Conference on Evolutionary Computation in Combinatorial Optimization",14,340,0.65333,"A"
5814,"HM","International Workshop on Hybrid Metaheuristics",14,341,0.65333,"A"
5908,"ICON","IEEE International Conference on Networks",15,342,0.65278,"A"
6160,"ESWC","European Semantic Web Conference",18,343,0.65217,"A"
5827,"RANDOM","International Workshop on Randomization and Computation",14,344,0.65079,"A"
6056,"HASE","IEEE International Symposium on High Assurance Systems Engineering",27,345,0.65079,"A"
6379,"IFIP AI","IFIP Artificial Intelligence",10,346,0.65041,"A"
6198,"RSP","International Workshop on Rapid System Prototyping",6,347,0.64912,"A"
6195,"RAW","Reconfigurable Architectures Workshop",6,348,0.64912,"A"
5631,"SIGCSE","Technical Symposium on Computer Science Education",9,349,0.64912,"A"
6469,"I3E","IFIP Conference on e-Commerce, e-Business, and e-Government",4,350,0.64912,"A"
5795,"SAS","International Static Analysis Symposium  ",12,351,0.64444,"A"
5936,"UbiComp","International Conference on Ubiquitous Computing ",28,352,0.64444,"A"
5499,"ICEC","IFIP International Conference on Entertainment Computing",19,353,0.64444,"A"
5711,"HIS","International Conference on Hybrid Intelligent Systems",22,354,0.64368,"A"
5333,"FCT","International Symposium on Fundamentals of Computation Theory",1,355,0.64368,"A"
5530,"CBSE","International Symposium Component-Based Software Engineering",7,356,0.64368,"A"
6275,"ECCTD","European Conference on Circuit Theory and Design",6,357,0.64286,"A"
5576,"METRICS","IEEE International Software Metrics Symposium",7,358,0.64198,"A"
5970,"BASYS","IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems",16,359,0.64103,"A"
6385,"TIME","International Symposium on Temporal Representation and Reasoning",29,360,0.64103,"A"
5758,"ALP","International Conference on Algebraic and Logic Programming",12,361,0.64103,"A"
6383,"IDA","International Symposium on Intelligent Data Analysis",22,362,0.64103,"A"
6310,"IBERAMIA","Ibero-American Artificial Intelligence Conference",10,363,0.64103,"A"
5490,"DIGRA","Digital Games Research Conference",19,364,0.64103,"A"
5767,"FLOPS","International Symposium on Functional and Logic Programming",12,365,0.64103,"A"
5944,"CRYPTO","Annual International Cryptology Conference",25,366,0.63889,"A"
5828,"SAT","International Conference on Theory and Applications of Satisfiability Testing ",29,367,0.63889,"A"
5740,"DARS","International Symposium on Distributed Autonomous Robotic Systems",23,368,0.63889,"A"
5842,"NOSSDAV","Network and Operating System Support for Digital A/V",15,369,0.63889,"A"
5946,"ESORICS","European Symposium on Research in Computer Security",25,370,0.63889,"A"
6380,"FAST","USENIX Conference on File and Storage Technologies",26,371,0.63768,"A"
6065,"WORDS","IEEE International Workshop on Object-Oriented Real-Time Dependable Systems",27,372,0.63768,"A"
6020,"eScience","IEEE International Conference on e-science and Grid Computing",26,373,0.63768,"A"
5933,"PIMRC","IEEE International Symposium on Personal and Indoor Mobile Radio Conference",28,374,0.63636,"A"
5324,"COCOON","International Computing and Combinatorics Conference",1,375,0.63636,"A"
5980,"ISIC","IEEE International Symposium on Intelligent Control",23,376,0.63636,"A"
5947,"EuroCrypt","International Conference on the Theory and Application of Cryptographic Techniques",25,377,0.63636,"A"
6458,"IWPT","International Conference on Parsing Technologies",30,378,0.63636,"A"
6408,"Humanoids","IEEE- RAS International Conference on Humanoids Robots",23,379,0.63636,"A"
6061,"RTCSA","International Conference on Real-Time and Embedded Computing Systems and Applications",27,380,0.63492,"A"
6459,"LAW","The Linguistic Annotation Workshop",30,381,0.63333,"A"
6405,"ICAC","IEEE International Conference on Autonomic Computing",23,382,0.63333,"A"
6352,"DAARC","Discourse Anaphora and Anaphor Resolution Colloquium",30,383,0.63333,"A"
6465,"ACSAC","Annual Computer Security Applications Conference",25,384,0.63333,"A"
6351,"SIGdial","Workshop on Discourse and Dialogue",30,385,0.63333,"A"
5835,"NCA","IEEE International Symposium on Network Computing and Applications",15,386,0.63333,"A"
5462,"EUSIPCO","European Signal Processing Conference ",5,387,0.63218,"A"
5912,"ICDCN","IEEE International Conference on Distributed Computing and Networking",15,388,0.63218,"A"
6226,"DSD","EUROMICRO Conference on Digital System Design",6,389,0.63158,"A"
5684,"AIAI","IFIP International Conference on Artificial Intelligence Applications and Innovations",10,390,0.63121,"A"
6150,"E2EMON","IEEE/IFIP Workshop on End-to-End Monitoring Techniques and Services",15,391,0.63095,"A"
5344,"LAGOS","Latin-American Algorithms, Graphs and Optimization Symposium",1,392,0.63063,"A"
5819,"INOC","International Network Optimization Conference ",14,393,0.62963,"A"
5610,"IRI","IEEE International Conference on Information Reuse and Integration",21,394,0.62963,"A"
6362,"ICA3PP","International Conference on Algorithms and Architectures for Parallel Processing",26,395,0.62963,"A"
5675,"EKAW","International Conference on Knowledge Engineering and Knowledge Management ",10,396,0.62821,"A"
5416,"CSB","IEEE Computational Systems Bioinformatics Conference",3,397,0.62821,"A"
5836,"Net-Con","IFIP International Conference on Network Control and Engineering for QoS, Security and Mobility",15,398,0.62667,"A"
6139,"EHCI-DSVIS","IFIP Working Conference on Engineering for Human-Computer Interaction",11,399,0.62667,"A"
6303,"TCS","IFIP International Conference on Theoetical Computer Science",1,400,0.62626,"A"
5784,"PLoP","Pattern Languages of Programs Conference",12,401,0.62500,"B"
5653,"JELIA","European Conference on Logics in Artificial Intelligence",10,402,0.62500,"B"
5526,"AOSD","International Conference on Aspect-Oriented Software Development",7,403,0.62393,"B"
6318,"3DIM","International Conference on 3-D Digital Imaging and Modeling",5,404,0.62319,"B"
6222,"MODELS","ACM/IEEE International Conference on Model-Driven Engineering Languages and Systems",12,405,0.62222,"B"
5629,"ITiCSE","Annual Conference on Integrating Technology into Computer Science Education",9,406,0.62222,"B"
5495,"GDC","Game Developers Conference",19,407,0.62222,"B"
6169,"ISWC","International Semantic Web Conference",18,408,0.62121,"B"
6462,"ECRTS","Euromicro Conference on Real-Time Systems",27,409,0.62121,"B"
5376,"DaWaK","International Conference on Data Warehousing and Knowledge Discovery",2,410,0.62016,"B"
5346,"LCCS","International Workshop on Logic and Complexity in Computer Science",29,411,0.61905,"B"
5543,"FM","Formal Methods Conference",7,412,0.61905,"B"
6325,"MVA","IAPR International Workshop on Machine Vision Applications",5,413,0.61905,"B"
5418,"ECCB","European Conference on Computational Biology",3,414,0.61905,"B"
6225,"DIPES","IFIP Working Conference on Distributed and Parallel Embedded Systems",27,415,0.61667,"B"
5450,"CASA","Computer Animation and Social Agents",5,416,0.61538,"B"
5544,"FME","International Symposium of Formal Methods Europe",7,417,0.61538,"B"
6442,"LPNMR","International Conference on Logic Programming and Non-monotonic Reasoning",29,418,0.61538,"B"
5710,"EuroGP","European Conference on Genetic Programming ",22,419,0.61538,"B"
5670,"ICTL","International Conferece on Temporal Logic",29,420,0.61538,"B"
5879,"DISC","International Symposium on Distributed Computing",15,421,0.61538,"B"
6346,"SemEval","International Workshop on Semantic Evaluations",30,422,0.61538,"B"
5332,"EUROCOMB","European Conference on Combinatorics, Graph Theory and Applications",1,423,0.61458,"B"
6491,"FORMATS","International Conference on Formal Modelling and Analysis of Timed Systems",27,424,0.61404,"B"
5583,"TACAS","International Conference on Tools and Algorithms for the Construction and Analysis of Systems",7,425,0.61333,"B"
5937,"IWCMC","ACM International Wireless Communications and Mobile Computing Conference",28,426,0.61111,"B"
6347,"EAMT","Annual Conference of the European Association for Machine Translation",30,427,0.61111,"B"
6030,"HPCN","International Conference on High Performance Computing and Networking",26,428,0.61111,"B"
5783,"PLILP","Symposium on Programming Language Implementation and Logic Programming",12,429,0.61111,"B"
5612,"AGILE","AGILE Conference on Geographic Information Science",8,430,0.61111,"B"
5587,"WCRE","IEEE Working Conference on Reverse Engineering ",7,431,0.61111,"B"
5580,"SSR","ACM SIGSOFT Working Conference on Software Reusability",7,432,0.61111,"B"
6340,"ENLG","European Workshop on Natural Language Generation",30,433,0.61111,"B"
6382,"ODBASE","International Conference on Ontologies, Databases and Applications of Semantics",2,434,0.61111,"B"
6133,"CRIWG","International Workshop on Groupware",11,435,0.60920,"B"
5379,"DEXA","International Conference on Database and Expert Systems Applications",2,436,0.60897,"B"
6003,"HCS","IEEE Hot Chips Symposium ",6,437,0.60784,"B"
6423,"ISSTA","International Symposium on Software Testing and Analysis",7,438,0.60714,"B"
5649,"ICAI","International Conference on Artificial Intelligence",10,439,0.60684,"B"
5743,"HRI","IEEE/ACM International Conference on Human Robot Interaction",23,440,0.60606,"B"
6472,"ICICS","International Conference on Information and Communication Security",25,441,0.60606,"B"
6296,"ISRA","International Symposium on Robotics and Automation",23,442,0.60606,"B"
5880,"DOA","International Symposium on Distributed Objects and Applications",15,443,0.60494,"B"
5369,"ADBIS","Symposium on Advances in Database and Information Systems",2,444,0.60417,"B"
6254,"ESSDERC","European Solid-State Device Research Conference",6,445,0.60417,"B"
5652,"ITS","International Conference on Intelligent Tutoring Systems",10,446,0.60215,"B"
5342,"ISAAC","International Symposium on Algorithms and Computation",1,447,0.60215,"B"
5510,"IECON","Annual Conference of the IEEE Industrial Electronics Society",6,448,0.60000,"B"
5405,"WIDM","ACM International Workshop on Web Information and Data Management",2,449,0.60000,"B"
5451,"CAGD","International Symposium of Computer Aided Geometric Design",5,450,0.60000,"B"
5686,"CAV","International Conference on Computer Aided Verification",7,451,0.60000,"B"
5855,"USITS","USENIX Symposium on Internet Technologies and Systems",15,452,0.60000,"B"
5551,"ICCBSS","IEEE International Conference on COTS-Based Software Systems ",7,453,0.59770,"B"
5601,"ECIS","European Conference on Information Systems ",21,454,0.59770,"B"
5419,"EMBC","The Annual International Conference of the IEEE Engineering in Medicine and Biology Society",3,455,0.59722,"B"
5838,"NSDI","Symposium on Networked Systems, Design and Implementation ",15,456,0.59722,"B"
6058,"RST","International Conference on Reliable Software Technologies",27,457,0.59649,"B"
6450,"AiML","Advances in Modal Logic",29,458,0.59524,"B"
6036,"ISPA","International Symposium on Parallel and Distributed Processing and Applications",26,459,0.59420,"B"
6240,"ETFA","IEEE International Conference on Emerging Technologies and Factory Automation",4,460,0.59259,"B"
5981,"MODSIM","International Congress on Modelling and Simulation",16,461,0.58974,"B"
5875,"DCCS","Dependable Computing and Communications Symposium",15,462,0.58974,"B"
5799,"VMCAI","International Conference on Verification, Model Checking and Abstract Interpretation",12,463,0.58974,"B"
6256,"ISSCS","International Symposium on Signals, Circuits and Systems",6,464,0.58974,"B"
5413,"BIOCOMP","International Conference on Bioinformatics and Computational Biology",3,465,0.58974,"B"
6244,"CIRAS","International Conference on Computational Intelligence, Robotics and Autonomous Systems",10,466,0.58889,"B"
5509,"DDECS","IEEE Workshop on Design and Diagnostics of Electronic Circuits and Systems",6,467,0.58824,"B"
5584,"UML","International Conference on the Unified Modeling Language",7,468,0.58772,"B"
5868,"OPODIS","International Conference on Principles of Distributed Systems",15,469,0.58730,"B"
5663,"IPMU","International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems",10,470,0.58667,"B"
5685,"ICAPS","International Conference on Automated Planning and Scheduling",10,471,0.58667,"B"
6230,"FSKD","International Conference on Fuzzy Systems and Knowledge Discovery",10,472,0.58621,"B"
6354,"INDIN","IEEE International Conference on Industrial Informatics",4,473,0.58333,"B"
5779,"PADL","International Symposium on Practical Aspects of Declarative Languages",12,474,0.58333,"B"
5518,"IESS","International Embedded Systems Symposium ",27,475,0.58333,"B"
5540,"FASE","Fundamental Approaches to Software Engineering",7,476,0.58333,"B"
6489,"QEST","International Conference on Quantitative Evaluation of Systems",16,477,0.58333,"B"
6293,"ISAM","IEEE International Symposium on Assembly and Manufacturing",23,478,0.58333,"B"
6461,"TAG+","International Workhop on Tree Adjoining Grammar and Related Formalisms",30,479,0.58333,"B"
5357,"PATAT","International Conference on the Practice and Theory of Automated Timetabling ",1,480,0.58333,"B"
6131,"CSCWD","International Conference on Computer Supported Cooperative Work in Design ",11,481,0.58333,"B"
5391,"IDEAS","International Database Engineering and Applications Symposium",2,482,0.58140,"B"
5382,"ECDL","European Conference on Research and Advanced Technology for Digital Libraries",2,483,0.58095,"B"
5402,"SSDBM","International Conference on Scientific and Statistical Database Management",2,484,0.58095,"B"
6334,"GIIS","IEEE International Global Information Infrastructure Symposium",15,485,0.57971,"B"
5726,"SEAL","International Conference on Simulated Evolution and Learning",22,486,0.57971,"B"
5804,"ANALCO","Workshop on Analytic Algorithms and Combinatorics",14,487,0.57971,"B"
5816,"ICIAM","International  Congress on Industrial and Applied Mathematics",14,488,0.57971,"B"
6239,"ICIT","IEEE International Conference on Industrial Technology",4,489,0.57778,"B"
5354,"WAOA","Workshop on Approximation and Online Algorithms",1,490,0.57778,"B"
5798,"TOOLS","Technology of Object-Oriented Languages and Systems Conferences",12,491,0.57778,"B"
6497,"MWSCAS","IEEE International Midwest Symposium on Circuits and Systems",6,492,0.57778,"B"
6271,"ICMLA","International Conference on Machine Learning and Applications",22,493,0.57692,"B"
5657,"IPS","IEEE International Conference on Intelligent Processing Systems",10,494,0.57692,"B"
6368,"ISMM","International Symposium on Mathematical Morphology",5,495,0.57692,"B"
5401,"SPIRE","Symposium on String Processing and Information Retrieval",2,496,0.57576,"B"
5722,"KES","International Conference on Knowledge-Based and Intelligent Information and Engineering Systems",22,497,0.57576,"B"
6364,"PDCS","International Conference on Parallel and Distributed Computing and Systems",26,498,0.57576,"B"
6322,"CIARP","Iberoamerican Congress on Pattern Recognition",5,499,0.57471,"B"
5523,"LATW","IEEE Latin American Test Workshop",6,500,0.57407,"B"
5452,"CAIP","International Conference on Computer Analysis of Images and Patterns",5,501,0.57333,"B"
6435,"FG","International Conference on Automatic Face and Gesture Recognition",5,502,0.57333,"B"
5920,"IPSN","International Symposium on Information Processing in Sensor Networks",28,503,0.57143,"B"
5987,"WSC","Winter Simulation Conference ",16,504,0.57143,"B"
5614,"GeoComp","International Conference on GeoComputation",8,505,0.57143,"B"
6031,"HPCS","International Symposium on High Performance Computing Systems and Applications",26,506,0.57143,"B"
5851,"LANMAN","IEEE Workshop on Local and Metropolitan Area Networks",15,507,0.57143,"B"
6210,"WBE","International Symposium on Web-based Education",9,508,0.57143,"B"
5975,"ESM","European Simulation Multiconference",16,509,0.57143,"B"
6447,"DL","International Workshop on Description Logics",29,510,0.57143,"B"
5986,"SCSC","Summer Computer Simulation Conference ",16,511,0.57143,"B"
5709,"ESANN","European Symposium on Artificial Neural Networks",22,512,0.56989,"B"
5514,"VLSID","International Conference on VLSI Design",6,513,0.56863,"B"
