"0308-0765","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Human Rights Review","A2",2008,
"1519-3446","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Humanitas (PUCCAMP)","B4",2008,
"1577-3388","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Iberoamericana (Madrid)","B3",2008,
"1516-6082","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Ícone (Recife) (Cessou em 2006. Cont. ISSN 2175-215X Ícone (Recife. Online))","B5",2008,
"0104-7876","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Ideias (UNICAMP)","C ",2008,
"0265-5012","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","IDS Bulletin (Brighton. 1984)","B1",2008,
"0103-7676","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Impulso (Piracicaba)","C ",2008,
"1806-8987","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Indicadores Econômicos FEE (Online)","B4",2008,
"0539-0184","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Information sur les Sciences Sociales (Paris)","A2",2008,
"1517-6940","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Insight Inteligência (Rio de Janeiro)","B2",2008,
"1027-5703","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Integration & Trade","B3",2008,
"1807-1260","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Intellector (CENEGRI. Online)","B3",2008,
"1676-7640","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Intellèctus (UERJ. Online)","C ",2008,
"0268-4527","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Intelligence and National Security","C ",2008,
"1808-2831","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Inter Relações (São Paulo. Impresso)","B3",2008,
"1517-848X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Interação (Varginha)","B5",2008,
"1982-8497","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Interesse Nacional","C ",2008,
"1519-0994","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Interfaces Brasil/Canadá (Impresso)","B5",2008,
"0020-5893","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International and Comparative Law Quarterly","C ",2008,
"0305-0629","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Interactions","C ",2008,
"1470-9511","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Journal of Automotive Technology and Management","A2",2008,
"0019-6398","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Journal of Contemporary Sociology","A2",2008,
"0891-4486","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Journal of Politics, Culture and Society","A1",2008,
"0954-2892","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Journal of Public Opinion Research","B1",2008,
"1364-5579","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Journal of Social Research Methodology (Print)","C ",2008,
"0020-7659","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Journal of Sociology","A1",2008,
"1468-2427","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Journal of Urban and Regional Research (Online)","C ",2008,
"0309-1317","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Journal of Urban and Regional Research (Print)","C ",2008,
"0020-7829","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Legal Materials","B3",2008,
"0020-8183","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Organization (Print)","C ",2008,
"0192-5121","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","International Political Science Review","A1",2008,
"1430-175X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Internationale Politik (Bonn. Verl. für Internat. Politik)","C ",2008,
"1439-8443","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Internationale Politik (Frankfurt)","B2",2008,
"1517-6088","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Interseções (UERJ)","B2",2008,
"1807-1384","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","INTERthesis (Florianópolis)","B3",2008,
"1369-801X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Interventions (London)","B1",2008,
"1560-9073","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Investigaciones Sociales","B1",2008,
"1438-4752","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Jahrbuch fur Geschichte Lateinamerikas (1998) / Anuario de Historia de América Latina","B1",2008,
"1414-655X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Jornal da Ciência","B3",2008,
"1045-5736","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of Democracy","A1",2008,
"0169-796X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of Developing Societies","C ",2008,
"1408-6980","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of International Relations & Development (Ljubljana. Tiskana izd.)","C ",2008,
"1356-9325","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of Latin American Cultural Studies","A2",2008,
"0022-216X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of Latin American Studies (Print)","A1",2008,
"1357-2334","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of Legislative Studies","C ",2008,
"1362-9387","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of North African Studies","C ",2008,
"0022-3433","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of Peace Research","C ",2008,
"1070-521X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of Public and International Affairs (Princeton, N.J.)","C ",2008,
"8755-3449","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Journal of Third World Studies","C ",2008,
"1518-4862","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Jus Navigandi","B3",2008,
"0103-5487","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Justiça do Trabalho","B4",2008,
"1676-7373","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Justilex (Brasília)","B4",2008,
"1262-1692","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","L'Ordinaire Latino-Américain","B3",2008,
"1287-1672","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","La Revue Internationale et Stratégique","A2",2008,
"0892-3507","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Lanic Etext Collection","B5",2008,
"0890-7218","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","LASA Forum","B3",2008,
"1677-0358","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Latin American Journal of Fundamental Psychopathology On Line","B3",2008,
"0094-582X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Latin American Perspectives","A1",2008,
"1531-426X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Latin American Politics and Society","A1",2008,
"0023-8791","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Latin American Research Review","A1",2008,
"1950-6260","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Le Monde Diplomatique","B1",2008,
"0362-9805","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Legislative Studies Quarterly","A1",2008,
"0870-6182","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Ler História","A2",2008,
"1628-6731","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Les Cahiers ALHIM","B2",2008,
"1806-1125","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Leviathan (São Paulo)","C ",2008,
"1981-7320","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Liber Intellectus","B3",2008,
"0104-9933","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Logos (UERJ. Impresso)","B5",2008,
"0102-6445","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Lua Nova (Impresso)","B1",2008,
"1257-0273","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Lusotopie (Paris)","B3",2008,
"1980-8100","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Lutas & Resistências","B5",2008,
"1415-854X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Lutas Sociais (PUCSP)","B3",2008,
"1678-7684","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Margem Esquerda","B5",2008,
"1806-0560","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Margens (UFPA)","B5",2008,
"1028-3889","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Marx Ahora","B2",2008,
"1518-1219","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Meridiano 47 (UnB)","B4",2008,
"1061-1924","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Middle East Policy","A2",2008,
"0305-8298","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Millennium","A1",2008,
"1809-0222","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Monographia (FAPA)","B4",2008,
"1517-199X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Movendo Idéias (UNAMA)","B5",2008,
"1806-2946","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Multiciência (UNICAMP)","B3",2008,
"0255-3813","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","NATO Review (English ed. Print)","B3",2008,
"1676-5141","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Nós da Escola","C ",2008,
"1679-7221","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Nossa História (São Paulo)","C ",2008,
"1516-912X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Notícia do Direito Brasileiro","B4",2008,
"0103-6351","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Nova Economia (UFMG. Impresso)","B1",2008,
"0101-3300","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Novos Estudos CEBRAP (Impresso)","B1",2008,
"1413-2117","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Novos Estudos Jurídicos (UNIVALI) (Cessou em 2007. Cont. ISSN 2175-0491 Novos Estudos Jurídicos (Online))","C ",2008,
"0251-3552","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Nueva Sociedad","B1",2008,
"1626-0252","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Nuevo Mundo-Mundos Nuevos","B1",2008,
"1806-812X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Nunciopolítica (Barbacena. Impresso)","B5",2008,
"1678-6637","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","O Debatedouro","B5",2008,
"1809-7588","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Observador on-line","B5",2008,
"1519-7670","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Observatório da Imprensa (São Paulo)","C ",2008,
"1808-0235","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Oikos (Rio de Janeiro)","B3",2008,
"0104-6276","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Opinião Pública (UNICAMP. Impresso)","A2",2008,
"1413-585X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Organizações & Sociedade (Impresso)","B2",2008,
"1806-7530","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Outras Palavras (Brasília)","C ",2008,
"1516-6333","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Outubro (São Paulo)","B2",2008,
"0033-3352","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","PAR. Public Administration Review","A1",2008,
"1353-4645","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Parallax (University of Leeds)","B3",2008,
"1413-9375","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Parcerias Estratégicas (Brasília)","B3",2008,
"0031-2290","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Parliamentary Affairs (Print)","C ",2008,
"1016-9628","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Pensamiento Propio","B2",2008,
"1676-9503","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Pensar BH. Política Social","C ",2008,
"0101-2908","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Perspectiva (Erexim)","C ",2008,
"0104-6454","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Perspectiva Filosofica (UFPE)","B4",2008,
"0101-3459","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Perspectivas: Revista de Ciências Sociais (UNESP. Araraquara. Impresso)","B1",2008,
"1537-5927","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Perspectives on Politics (Print)","A1",2008,
"0102-7603","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Pesquisa & Debate (PUCSP. 1985. Impresso)","C ",2008,
"0048-3915","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Philosophy & Public Affairs","C ",2008,
"0031-8868","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Phronesis (Assen)","C ",2008,
"0103-4138","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Planejamento e Politicas Publicas","B3",2008,
"1981-0865","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Plenarium (Brasília)","B1",2008,
"1519-9967","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Plenarium (João Pessoa)","B1",2008,
"1519-9339","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Politéia (UESB)","C ",2008,
"1677-4140","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Política & Sociedade","B2",2008,
"1518-7446","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Política Democrática","C ",2008,
"0213-6856","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Política Exterior","C ",2008,
"1518-6660","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Política Externa (USP)","B2",2008,
"0104-7094","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Politica Hoje (UFPE. Impresso)","B2",2008,
"0873-6650","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Política Internacional (Lisboa)","B1",2008,
"0188-7742","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Política y Cultura","B1",2008,
"1519-096X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Políticas Públicas e Sociedade","B3",2008,
"0032-3292","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Politics & Society","A1",2008,
"1203-9438","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Politique et Sociétés (Montréal)","C ",2008,
"1813-4378","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Pontes Entre o Comércio e o Desenvolvimento Sustentável (Impresso)","B4",2008,
"0184-7783","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Population et Sociétés","A2",2008,
"1414-9184","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Praia Vermelha (UFRJ)","C ",2008,
"1808-0669","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Presente! (Centro de Estudos e Assessoria Pedagógica)","C ",2008,
"1676-7039","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Primeira Versão (IFCH-UNICAMP)","B3",2008,
"1517-5421","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Primeira Versão (UFRO)","C ",2008,
"0104-8694","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Princípios (UFRN. Impresso)","C ",2008,
"1666-1508","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Prismas (Bernal)","C ",2008,
"0301-7036","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Problemas del Desarrollo","B1",2008,
"0342-8176","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Prokla (Münster)","B1",2008,
"0103-5665","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Psicologia Clínica (PUCRJ. Impresso)","C ",2008,
"0271-2075","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Public Administration and Development (Print)","A1",2008,
"1806-3667","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","PUCviva Revista","C ",2008,
"1668-2823","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Puente @ Europa (Impresa)","B4",2008,
"1517-5316","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Pulsional. Revista de Psicanálise (São Paulo)","C ",2008,
,"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Quale Stato","B1",2008,
"1761-7146","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Questions Internationales (Paris. 2003)","A2",2008,
"0100-4042","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Química Nova (Impresso)","B5",2008,
"0034-7590","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","RAE (Impresso)","B2",2008,
"1516-1684","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","RDE. Revista de Desenvolvimento Econômico","B3",2008,
"1981-6286","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","RECIIS. Electronic Journal of Communication Information and Innovation in Health (English edition. Online)","B3",2008,
"1414-7106","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Redes (Santa Cruz do Sul. Impresso)","C ",2008,
"0102-0269","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Reflexão (PUCCAMP)","B3",2008,
"1515-3371","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Relaciones internacionales (La Plata)","B3",2008,
"1699-3950","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Relaciones Internacionales (Madrid)","A2",2008,
"0100-8587","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Religião & Sociedade (Impresso)","B1",2008,
"1676-6881","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Religião e Cultura (PUCSP)","B4",2008,
"1980-8585","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","REMHU (Brasília)","C ",2008,
"0305-6244","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Review of African Political Economy","A1",2008,
"1475-3553","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Review of International Affairs (London)","C ",2008,
"1807-3506","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista ADUSP","C ",2008,
,"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Amazonia: Ciencia e Desenvolvimento","C ",2008,
"1677-3500","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Autor (São Paulo)","C ",2008,
"1415-5400","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Ciências Criminais","B1",2008,
"0102-6909","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Ciências Sociais (Impresso)","A1",2008,
"0102-5074","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Comércio Exterior","C ",2008,
"1678-9547","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Direito Constitucional (Impresso)","C ",2008,
"0034-7140","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Economia (Impresso)","B2",2008,
"1413-2478","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Educação (Impresso)","B3",2008,
"1981-1764","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Educação Ambiental (Online)","B3",2008,
"1517-4115","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Estudos Urbanos e Regionais (ANPUR)","C ",2008,
"1809-239X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Gestão e Desenvolvimento Regional","B3",2008,
"0102-0188","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de História (Impresso)","B1",2008,
"1414-5685","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Informação na Educação","B2",2008,
"1678-166X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Política e Administração da Educação","B4",2008,
"0034-7329","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Política Internacional (Impresso)","A2",2008,
"0486-641X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Psicanálise (Impresso)","C ",2008,
"0103-2402","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira de Sociologia","C ",2008,
"1518-6784","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Brasileira do Caribe (Impresso)","B5",2008,
"1133-6595","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista CIDOB d'Afers Internacionals (1985)","A2",2008,
"1415-742X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Ciências Humanas (Taubaté)","C ",2008,
,"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Contexto Latinoamericano","B4",2008,
,"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Academia Mineira de Letras ","Jurídicas","B5",2008
"1679-1363","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Ajuris","C ",2008,
"0102-3632","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Associação dos Magistrados","B5",2008,
"0102-1788","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Escola Superior de Guerra","B2",2008,
"0304-2340","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Faculdade de Direito da Universidade Federal de Minas Gerais (Impresso)","B4",2008,
"0104-6594","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Faculdade de Direito da Universidade Federal do Rio Grande do Sul","B5",2008,
"1519-4809","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Faculdade de Direito de Caruaru","C ",2008,
"0103-7544","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da SBPH (Curitiba)","B3",2008,
"1415-1979","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista da Sociedade Brasileira de Economia Política","B1",2008,
"1519-9916","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista Dataveni@ (UEPB)","B4",2008,
"0716-1417","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Ciencia Política (Santiago. Impresa)","A2",2008,
"1413-8999","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Ciênciais Sociais (UGF)","C ",2008,
"1980-1793","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Ciências Exatas e Tecnologia (Anhanguera Educacional, Valinhos)","B4",2008,
"0303-9862","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Ciências Sociais (Fortaleza)","B4",2008,
"1809-9904","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Comunicação e Cultura","B4",2008,
"1667-3638","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Derecho Internacional y del Mercosur","B1",2008,
"1809-5712","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito (CESUSC. 2006)","B4",2008,
"1415-658X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito (Itatiba)","B4",2008,
"0034-8007","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito Administrativo","B2",2008,
"1413-1439","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito Ambiental","B3",2008,
"1676-871X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Direito Social (Sapucaia do Sul)","C ",2008,
"1677-4973","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Economia & Relações Internacionais","C ",2008,
"1679-1614","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Economia e Agronegócio","C ",2008,
"0101-3157","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Economia Política (Impresso)","A2",2008,
"1132-7170","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudios Europeos","B2",2008,
"1676-8698","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudos Criminais","C ",2008,
"1518-9775","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudos da Comunicação (Impresso)","B2",2008,
"1984-1639","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudos e Pesquisas Sobre as Américas","B2",2008,
"0102-6437","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Estudos Universitárias (Sorocaba)","B4",2008,
"1808-4001","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de História (Rio de Janeiro)","B2",2008,
"1981-383X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de História Comparada (UFRJ)","B4",2008,
"0034-835X","CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ","Revista de Informação Legislativa","B2",2008,
